room_id,room_type,neighborhood,accommodates,bedrooms,price,last_modified,latitude,longitude
18498217,Entire home/apt,24,4,1.0,202.0,2017-07-28 01:41:49.955314,56.148312,10.202721
8442513,Entire home/apt,24,5,3.0,194.0,2017-07-28 01:41:49.952386,56.144064,10.194191
13189529,Entire home/apt,3,10,4.0,206.0,2017-07-28 01:41:49.945217,56.170564,10.168849
15609400,Entire home/apt,24,4,3.0,190.0,2017-07-28 01:41:49.942233,56.160442,10.210355
15445112,Entire home/apt,24,4,2.0,202.0,2017-07-28 01:41:47.824663,56.16543000000001,10.227675999999999
6934121,Entire home/apt,24,6,3.0,194.0,2017-07-28 01:41:47.820930,56.15990600000001,10.202625999999999
6933972,Entire home/apt,1,6,3.0,194.0,2017-07-28 01:41:47.818391,56.121952,10.207297
13011076,Entire home/apt,3,8,5.0,194.0,2017-07-28 01:41:47.815857,56.162071999999995,10.160428999999999
14816099,Entire home/apt,24,7,2.0,202.0,2017-07-28 01:41:47.812816,56.164616,10.223746
18970901,Entire home/apt,24,7,4.0,206.0,2017-07-28 01:41:47.810586,56.160033999999996,10.204958
19658377,Entire home/apt,24,5,3.0,202.0,2017-07-28 01:41:47.808533,56.163956999999996,10.20328
19094609,Entire home/apt,24,3,1.0,194.0,2017-07-28 01:41:47.804665,56.15849,10.197074
19257629,Entire home/apt,24,4,3.0,194.0,2017-07-28 01:41:47.798271,56.151299,10.206013
19884843,Entire home/apt,24,4,2.0,194.0,2017-07-28 01:41:47.796043,56.16046600000001,10.203036
19502035,Entire home/apt,2,9,4.0,194.0,2017-07-28 01:41:47.793668,56.121694999999995,10.175895
16733447,Entire home/apt,24,5,2.0,194.0,2017-07-28 01:41:47.791271,56.157129000000005,10.198137
16807762,Entire home/apt,24,4,2.0,194.0,2017-07-28 01:41:47.785470,56.165602,10.229377000000001
19656530,Entire home/apt,4,8,4.0,194.0,2017-07-28 01:41:47.783103,56.172153,10.198372
13162572,Entire home/apt,24,6,3.0,194.0,2017-07-28 01:41:47.779887,56.15691700000001,10.189786999999999
931757,Entire home/apt,24,4,1.0,153.0,2017-07-28 01:41:45.849196,56.157217,10.208477
19671501,Entire home/apt,24,3,1.0,145.0,2017-07-28 01:41:45.846986,56.154227,10.206325
8871579,Entire home/apt,24,4,2.0,145.0,2017-07-28 01:41:45.842385,56.159663,10.207298
4590509,Entire home/apt,11,6,3.0,161.0,2017-07-28 01:41:45.838629,56.17746999999999,10.122418
11036505,Entire home/apt,24,5,3.0,145.0,2017-07-28 01:41:45.836034,56.147778,10.194355
17188406,Entire home/apt,1,5,3.0,145.0,2017-07-28 01:41:45.833803,56.123402,10.191858
17555549,Entire home/apt,24,5,2.0,158.0,2017-07-28 01:41:45.831504,56.159385,10.209667999999999
3453346,Entire home/apt,2,6,2.0,162.0,2017-07-28 01:41:43.894909,56.129448,10.157947
1229950,Entire home/apt,24,2,1.0,157.0,2017-07-28 01:41:43.886028,56.147029,10.198049000000001
17804921,Entire home/apt,13,5,3.0,153.0,2017-07-28 01:41:43.883952,56.235709,10.192395
7304599,Entire home/apt,24,5,2.0,145.0,2017-07-28 01:41:43.880562,56.155586,10.204245
19292770,Entire home/apt,24,3,2.0,145.0,2017-07-28 01:41:43.878102,56.159624,10.209558
17127964,Entire home/apt,24,4,2.0,145.0,2017-07-28 01:41:43.875630,56.143037,10.203599
13706873,Entire home/apt,24,4,1.0,145.0,2017-07-28 01:41:43.873179,56.146141,10.201001
693308,Entire home/apt,5,4,2.0,150.0,2017-07-28 01:41:43.870243,56.197215,10.25071
19739926,Entire home/apt,5,5,4.0,153.0,2017-07-28 01:41:43.864992,56.200525,10.24349
5997336,Entire home/apt,24,4,2.0,145.0,2017-07-28 01:41:43.861865,56.166127,10.228381
14410788,Entire home/apt,24,5,3.0,145.0,2017-07-28 01:41:43.857809,56.164953000000004,10.190019
4959695,Entire home/apt,5,4,2.0,145.0,2017-07-28 01:41:43.851243,56.201195,10.210929
13580615,Entire home/apt,24,3,1.0,145.0,2017-07-28 01:41:43.842428,56.168668999999994,10.219733
8422789,Entire home/apt,24,5,2.0,177.0,2017-07-28 01:41:43.839757,56.163413,10.213822
19217657,Entire home/apt,6,8,5.0,145.0,2017-07-28 01:41:43.836826,56.151078000000005,10.158517999999999
6810720,Entire home/apt,1,6,3.0,174.0,2017-07-28 01:41:42.030360,56.121292000000004,10.194918
18037563,Entire home/apt,24,4,2.0,145.0,2017-07-28 01:41:42.027606,56.15905600000001,10.200267
18002652,Entire home/apt,24,5,4.0,153.0,2017-07-28 01:41:42.025298,56.154773,10.206926
15162682,Entire home/apt,24,2,1.0,161.0,2017-07-28 01:41:42.022197,56.158159,10.205233999999999
19780003,Entire home/apt,24,2,1.0,153.0,2017-07-28 01:41:39.768240,56.156473999999996,10.208487
1182701,Entire home/apt,24,4,2.0,158.0,2017-07-28 01:41:39.765393,56.14249,10.192264
8011673,Entire home/apt,2,4,3.0,153.0,2017-07-28 01:41:39.762881,56.132953,10.186948
7542125,Entire home/apt,2,5,1.0,179.0,2017-07-28 01:41:38.092675,56.137457999999995,10.185435
6600101,Entire home/apt,24,5,2.0,145.0,2017-07-28 01:41:38.090114,56.158646,10.206785
1229959,Entire home/apt,24,4,2.0,182.0,2017-07-28 01:41:38.087796,56.155825,10.198149
466827,Entire home/apt,3,5,3.0,158.0,2017-07-28 01:41:38.085004,56.176232999999996,10.175396000000001
5088799,Entire home/apt,10,8,4.0,153.0,2017-07-28 01:41:38.082784,56.150041,10.128172
12642777,Entire home/apt,24,5,3.0,161.0,2017-07-28 01:41:38.080514,56.161839,10.213517
1325051,Entire home/apt,10,6,3.0,177.0,2017-07-28 01:41:38.077477,56.161066000000005,10.121789999999999
13916975,Entire home/apt,24,7,2.0,162.0,2017-07-28 01:41:38.075194,56.16146,10.186695
13059510,Entire home/apt,1,8,4.0,153.0,2017-07-28 01:41:38.071201,56.122890000000005,10.189519
11411191,Entire home/apt,4,6,3.0,153.0,2017-07-28 01:41:38.068895,56.174656999999996,10.214894000000001
13159135,Entire home/apt,5,7,4.0,162.0,2017-07-28 01:41:38.066004,56.190284999999996,10.22048
16357362,Entire home/apt,6,7,4.0,163.0,2017-07-28 01:41:38.063261,56.159716,10.160907
10197251,Entire home/apt,24,6,3.0,155.0,2017-07-28 01:41:38.060382,56.163568000000005,10.213466
14243506,Entire home/apt,24,2,1.0,170.0,2017-07-28 01:41:38.057436,56.152103000000004,10.198665
18371480,Entire home/apt,3,6,3.0,153.0,2017-07-28 01:41:38.051456,56.164834,10.161418
19385841,Entire home/apt,2,8,4.0,170.0,2017-07-28 01:41:38.049264,56.122923,10.184901
1666414,Entire home/apt,24,5,3.0,153.0,2017-07-28 01:41:38.047188,56.163167,10.207297
12661291,Entire home/apt,24,4,1.0,153.0,2017-07-28 01:41:38.043972,56.174057,10.216878
3307282,Entire home/apt,5,4,2.0,153.0,2017-07-28 01:41:36.096521,56.207184999999996,10.247142
12706298,Entire home/apt,4,4,2.0,162.0,2017-07-28 01:41:36.086168,56.173258,10.193258
7129308,Entire home/apt,13,5,4.0,162.0,2017-07-28 01:41:36.082577,56.236303,10.192355000000001
10099836,Entire home/apt,5,4,2.0,160.0,2017-07-28 01:41:36.078882,56.20008000000001,10.252805
9412409,Entire home/apt,24,4,1.0,153.0,2017-07-28 01:41:36.076341,56.155207,10.195378999999999
1036297,Entire home/apt,3,10,5.0,153.0,2017-07-28 01:41:36.067515,56.166655000000006,10.16992
13817211,Entire home/apt,24,6,3.0,145.0,2017-07-28 01:41:36.065063,56.166464000000005,10.226528
6796806,Entire home/apt,24,4,2.0,162.0,2017-07-28 01:41:36.061930,56.17393199999999,10.219157000000001
1155348,Entire home/apt,24,2,1.0,153.0,2017-07-28 01:41:36.059594,56.170263,10.214827
13509967,Entire home/apt,4,13,5.0,162.0,2017-07-28 01:41:36.057050,56.182153,10.208236
3983474,Entire home/apt,5,4,3.0,145.0,2017-07-28 01:41:36.053265,56.196971,10.221959
19052425,Entire home/apt,24,7,2.0,162.0,2017-07-28 01:41:36.050565,56.166125,10.21775
9276319,Entire home/apt,24,4,2.0,162.0,2017-07-28 01:41:36.045617,56.152556999999995,10.198909
2869503,Entire home/apt,10,7,3.0,170.0,2017-07-28 01:41:36.043254,56.15975,10.124201
60108,Entire home/apt,3,6,3.0,156.0,2017-07-28 01:41:36.039959,56.176466000000005,10.175071
17576497,Entire home/apt,24,4,1.0,162.0,2017-07-28 01:41:34.016832,56.173292000000004,10.215436
19098489,Entire home/apt,3,4,1.0,153.0,2017-07-28 01:41:34.014474,56.170398,10.181397
1030077,Entire home/apt,3,8,3.0,170.0,2017-07-28 01:41:34.008840,56.174322,10.176438000000001
1165756,Entire home/apt,24,3,2.0,162.0,2017-07-28 01:41:34.004643,56.139545,10.207896
8298601,Entire home/apt,24,2,1.0,162.0,2017-07-28 01:41:34.001919,56.151465,10.207094
3424097,Entire home/apt,13,8,4.0,145.0,2017-07-28 01:41:33.997464,56.234735,10.195255
13618312,Entire home/apt,24,6,2.0,177.0,2017-07-28 01:41:33.990881,56.153026000000004,10.209213
19116843,Entire home/apt,24,4,2.0,145.0,2017-07-28 01:41:33.988274,56.159234,10.211547
9047315,Entire home/apt,3,6,3.0,153.0,2017-07-28 01:41:33.983892,56.178612,10.175814
16906622,Entire home/apt,24,2,1.0,162.0,2017-07-28 01:41:33.981443,56.165994,10.230263
16801893,Entire home/apt,24,4,0.0,162.0,2017-07-28 01:41:33.978337,56.15077900000001,10.200272
6954413,Entire home/apt,2,6,4.0,177.0,2017-07-28 01:41:33.972538,56.139056999999994,10.190042
18238880,Entire home/apt,4,8,5.0,162.0,2017-07-28 01:41:33.967265,56.178249,10.214296000000001
16893268,Entire home/apt,24,4,2.0,153.0,2017-07-28 01:41:33.963831,56.162071999999995,10.202269
6977526,Entire home/apt,24,6,3.0,153.0,2017-07-28 01:41:31.875119,56.161311,10.197016
10329278,Entire home/apt,24,8,4.0,145.0,2017-07-28 01:41:31.872772,56.159333,10.214072999999999
11914661,Entire home/apt,2,7,4.0,162.0,2017-07-28 01:41:31.870495,56.136666000000005,10.170413
13709815,Entire home/apt,24,3,1.0,162.0,2017-07-28 01:41:31.868223,56.147391000000006,10.199978
18789226,Entire home/apt,24,6,2.0,162.0,2017-07-28 01:41:31.863675,56.154368999999996,10.206947999999999
16540241,Entire home/apt,24,4,1.0,145.0,2017-07-28 01:41:31.860786,56.168024,10.218115
18770684,Entire home/apt,24,3,1.0,162.0,2017-07-28 01:41:31.858567,56.154014000000004,10.19508
13838120,Entire home/apt,4,6,3.0,153.0,2017-07-28 01:41:31.852905,56.179142000000006,10.17703
16867639,Entire home/apt,24,5,3.0,185.0,2017-07-28 01:41:31.847499,56.163241000000006,10.210155
3432884,Entire home/apt,24,4,2.0,177.0,2017-07-28 01:41:31.843965,56.156413,10.202836999999999
19219343,Entire home/apt,4,5,2.0,153.0,2017-07-28 01:41:31.841399,56.176306000000004,10.196546000000001
18445902,Entire home/apt,4,10,4.0,145.0,2017-07-28 01:41:31.839027,56.18036800000001,10.213602
19820613,Entire home/apt,24,5,2.0,177.0,2017-07-28 01:41:31.836614,56.153946999999995,10.208549
